FREQUENT ITEMSET =====>  OCCORRENZE
('feeling:', 'letters', 'limit!', 'love', 'matt', 'words')  ========>  14
('@justinbieber', 'away?', 'follow', 'knowing?', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'follow', 'knowing?', 'me?', 'u.', '♥♥♥♥how')  ========>  13
('!!', '10', '@matthunter123', 'feeling:', 'limit!', 'words')  ========>  14
('follow', 'know,', 'knowing?', 'me?', 'person', 'u.')  ========>  13
('#viña2015', '(la', 'http://t.co/8tttpri3ag', 'la', 'la):', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'know,', 'love', 'me?', 'miles')  ========>  13
('know,', 'knowing?', 'love', 'me?', 'miles', 'u.')  ========>  13
('@justinbieber', 'away?', 'know,', 'knowing?', 'u.', '♥♥♥♥how')  ========>  13
('away?', 'follow', 'know,', 'love', 'me?', 'u.')  ========>  13
('#viña2015', '(la', 'girls', 'http://t.co/8tttpri3ag', 'la', '👉abraham')  ========>  18
('#viña2015', '(la', 'en', 'girls', 'la):', 'mateo')  ========>  18
('"2', '@matthunter123', 'feeling:', 'letters', 'limit!', 'words')  ========>  14
('(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la):', 'mateo')  ========>  18
('#viña2015', '(la', 'http://t.co/8tttpri3ag', 'mateo', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'follow', 'know,', 'knowing?', 'miles', 'person')  ========>  13
('barometer', 'humidity', 'mph', 'rain', 'temperature', 'today')  ========>  10
('(la', 'en', 'http://t.co/8tttpri3ag', 'la):', 'mateo', '👉abraham')  ========>  18
('#viña2015', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la', 'la):')  ========>  18
('@justinbieber', 'away?', 'knowing?', 'love', 'me?', 'miles')  ========>  13
ignore  ========>  34
('#viña2015', '(la', 'en', 'girls', 'la):', '👉abraham')  ========>  18
('know,', 'knowing?', 'love', 'me?', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'la', 'mateo', 'merese', '👉abraham')  ========>  18
('"2', '10', '@matthunter123', 'letters', 'limit!', 'matt')  ========>  14
('follow', 'know,', 'knowing?', 'love', 'u.', '♥♥♥♥how')  ========>  13
('en', 'estar', 'girls', 'la', 'la):', 'merese')  ========>  18
('away?', 'knowing?', 'love', 'me?', 'miles', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'en', 'la', 'mateo', 'merese')  ========>  18
('(la', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'follow', 'know,', 'love', 'me?', 'u.')  ========>  13
('"2', '@matthunter123', 'feeling:', 'hunter".', 'limit!', 'matt')  ========>  14
('@justinbieber', 'away?', 'know,', 'knowing?', 'miles', '♥♥♥♥how')  ========>  13
winter  ========>  12
('(la', 'en', 'estar', 'girls', 'la', 'mateo')  ========>  18
('#viña2015', 'girls', 'la', 'la):', 'merese', '👉abraham')  ========>  18
('estar', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', '👉abraham')  ========>  18
('estar', 'girls', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('"2', '10', '@matthunter123', 'hunter".', 'limit!', 'words')  ========>  14
('en', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', '👉abraham')  ========>  18
('dreams,', 'follow', 'happy', 'song!', 'support', 'year,')  ========>  25
('!!', '10', '@matthunter123', 'hunter".', 'limit!', 'love')  ========>  14
('dreams,', 'follow', 'happy', 'https://t.co/1bds2lfusd', 'support', 'year,')  ========>  25
('!!', '"2', 'letters', 'limit!', 'love', 'matt')  ========>  14
('knowing?', 'love', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
finish  ========>  7
('#viña2015', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'merese')  ========>  18
('#viña2015', 'en', 'girls', 'la', 'la):', 'merese')  ========>  18
('#viña2015', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la', 'merese')  ========>  18
('@justinbieber', 'away?', 'knowing?', 'love', 'me?', '♥♥♥♥how')  ========>  13
('(la', 'estar', 'girls', 'la):', 'mateo', 'merese')  ========>  18
('(la', 'en', 'http://t.co/8tttpri3ag', 'mateo', 'merese', '👉abraham')  ========>  18
('!!', '"2', '10', 'feeling:', 'hunter".', 'letters')  ========>  14
('!!', '@matthunter123', 'feeling:', 'love', 'matt', 'words')  ========>  14
('(la', 'en', 'estar', 'la', 'mateo', 'merese')  ========>  18
('10', '@matthunter123', 'feeling:', 'hunter".', 'limit!', 'love')  ========>  14
('away?', 'follow', 'love', 'miles', 'person', '♥♥♥♥how')  ========>  13
('(la', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'merese')  ========>  18
@gaana  ========>  11
('"2', 'feeling:', 'letters', 'limit!', 'matt', 'words')  ========>  14
('!!', '10', 'feeling:', 'limit!', 'love', 'matt')  ========>  14
('#viña2015', '(la', 'estar', 'http://t.co/8tttpri3ag', 'la):', 'mateo')  ========>  18
('"2', '@matthunter123', 'hunter".', 'limit!', 'matt', 'words')  ========>  14
('#viña2015', 'girls', 'http://t.co/8tttpri3ag', 'mateo', 'merese', '👉abraham')  ========>  18
('!!', '"2', '10', 'hunter".', 'matt', 'words')  ========>  14
('away?', 'follow', 'me?', 'miles', 'person', '♥♥♥♥how')  ========>  13
(':)', 'follow', 'idol', 'life', 'love', 'me♥')  ========>  9
('!!', '"2', '10', 'hunter".', 'limit!', 'words')  ========>  14
('"2', '10', 'feeling:', 'hunter".', 'matt', 'words')  ========>  14
('@justinbieber', 'follow', 'know,', 'knowing?', 'me?', 'miles')  ========>  13
('@justinbieber', 'follow', 'know,', 'knowing?', 'person', '♥♥♥♥how')  ========>  13
('(la', 'en', 'estar', 'girls', 'la):', '👉abraham')  ========>  18
('en', 'estar', 'girls', 'mateo', 'merese', '👉abraham')  ========>  18
('!!', '10', 'feeling:', 'letters', 'limit!', 'love')  ========>  14
('10', 'feeling:', 'hunter".', 'letters', 'limit!', 'matt')  ========>  14
('@justinbieber', 'away?', 'knowing?', 'love', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'follow', 'love', 'miles', '♥♥♥♥how')  ========>  13
('away?', 'follow', 'know,', 'love', 'person', 'u.')  ========>  13
('#viña2015', 'estar', 'http://t.co/8tttpri3ag', 'la', 'merese', '👉abraham')  ========>  18
('!!', '"2', '10', 'feeling:', 'limit!', 'love')  ========>  14
('(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'mateo')  ========>  18
('#viña2015', '(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'merese')  ========>  18
('!!', '10', '@matthunter123', 'letters', 'limit!', 'matt')  ========>  14
('@justinbieber', 'away?', 'knowing?', 'me?', 'miles', 'person')  ========>  13
('#viña2015', 'estar', 'girls', 'la', 'la):', 'mateo')  ========>  18
('!!', '"2', 'feeling:', 'hunter".', 'limit!', 'matt')  ========>  14
('@justinbieber', 'away?', 'follow', 'knowing?', 'me?', 'miles')  ========>  13
('(la', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'mateo')  ========>  18
('@justinbieber', 'away?', 'follow', 'know,', 'love', '♥♥♥♥how')  ========>  13
('!!', '"2', 'hunter".', 'limit!', 'love', 'words')  ========>  14
('#viña2015', '(la', 'en', 'la):', 'merese', '👉abraham')  ========>  18
('10', '@matthunter123', 'feeling:', 'hunter".', 'limit!', 'matt')  ========>  14
('(la', 'estar', 'girls', 'la', 'la):', '👉abraham')  ========>  18
('#3', '@garybarlow', 'harassed', 'make', 'relentlessly', 'tweeted')  ========>  8
('barometer', 'humidity', 'in.', 'mph', 'rain', 'today')  ========>  7
('"2', '10', 'hunter".', 'letters', 'love', 'matt')  ========>  14
('away?', 'follow', 'love', 'me?', 'person', '♥♥♥♥how')  ========>  13
inside  ========>  7
('@justinbieber', 'follow', 'knowing?', 'me?', 'person', 'u.')  ========>  13
('fitur', 'nelsoncarvalheiro', 'retweet', 'travelblogger', 'vote', 'world')  ========>  28
('@justinbieber', 'away?', 'follow', 'me?', 'miles', 'person')  ========>  13
('10', 'feeling:', 'letters', 'limit!', 'love', 'matt')  ========>  14
('@justinbieber', 'away?', 'follow', 'love', 'me?', 'person')  ========>  13
('@justinbieber', 'follow', 'know,', 'love', 'person', 'u.')  ========>  13
('"2', 'letters', 'limit!', 'love', 'matt', 'words')  ========>  14
('"2', '@matthunter123', 'feeling:', 'hunter".', 'love', 'words')  ========>  14
('away?', 'know,', 'me?', 'miles', 'person', 'u.')  ========>  13
('@justinbieber', 'away?', 'follow', 'know,', 'love', 'u.')  ========>  13
('#viña2015', '(la', 'girls', 'http://t.co/8tttpri3ag', 'la):', '👉abraham')  ========>  18
('barometer', 'in.', 'rain', 'temperature', 'today', 'wind')  ========>  7
('!!', '"2', 'feeling:', 'limit!', 'love', 'matt')  ========>  14
('10', '@matthunter123', 'hunter".', 'letters', 'limit!', 'words')  ========>  14
('follow', 'love', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
(':)', '@madisonellebeer', 'follow', 'idol', 'me♥', 'queen')  ========>  9
('#getgarytonoonooswedding', 'days', 'harassed', 'make', 'relentlessly', 'tweeted')  ========>  8
('!!', '10', '@matthunter123', 'feeling:', 'letters', 'love')  ========>  14
('@justinbieber', 'away?', 'know,', 'knowing?', 'me?', 'u.')  ========>  13
('en', 'estar', 'http://t.co/8tttpri3ag', 'la):', 'merese', '👉abraham')  ========>  18
('away?', 'know,', 'knowing?', 'love', 'miles', 'u.')  ========>  13
('dreams,', 'happy', 'song!', 'support', 'year,', 'yourself!')  ========>  25
('in.', 'mph', 'rain', 'temperature', 'today', 'wind')  ========>  7
('away?', 'know,', 'love', 'miles', 'person', 'u.')  ========>  13
('#viña2015', '(la', 'girls', 'la', 'la):', 'mateo')  ========>  18
('away?', 'knowing?', 'love', 'miles', 'person', '♥♥♥♥how')  ========>  13
called  ========>  8
('barometer', 'mm.', 'rain', 'today', 'wind', '°c.')  ========>  8
('barometer', 'humidity', 'in.', 'mph', 'rain', 'wind')  ========>  7
('@justinbieber', 'away?', 'follow', 'knowing?', 'person', 'u.')  ========>  13
('@justinbieber', 'away?', 'follow', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('en', 'girls', 'http://t.co/8tttpri3ag', 'la', 'mateo', 'merese')  ========>  18
('away?', 'follow', 'knowing?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'estar', 'http://t.co/8tttpri3ag', 'la', 'mateo')  ========>  18
('#viña2015', '(la', 'en', 'girls', 'mateo', 'merese')  ========>  18
('(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', '👉abraham')  ========>  18
('#viña2015', 'estar', 'girls', 'la', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'follow', 'me?', 'miles', '♥♥♥♥how')  ========>  13
('en', 'http://t.co/8tttpri3ag', 'la', 'mateo', 'merese', '👉abraham')  ========>  18
('!!', '"2', '@matthunter123', 'hunter".', 'limit!', 'love')  ========>  14
('#viña2015', '(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag')  ========>  18
('!!', '"2', '10', 'hunter".', 'limit!', 'matt')  ========>  14
('!!', '"2', '10', '@matthunter123', 'feeling:', 'letters')  ========>  14
('#getgarytonoonooswedding', '@garybarlow', 'days', 'harassed', 'relentlessly', 'tweeted')  ========>  8
('"2', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'matt')  ========>  14
('2015', 'fitur', 'nelsoncarvalheiro', 'travelblogger', 'vote', 'world')  ========>  28
('#viña2015', '(la', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'merese')  ========>  18
('!!', '10', 'feeling:', 'hunter".', 'letters', 'matt')  ========>  14
('"2', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'words')  ========>  14
('!!', '@matthunter123', 'feeling:', 'hunter".', 'matt', 'words')  ========>  14
('#viña2015', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', '👉abraham')  ========>  18
('away?', 'follow', 'know,', 'miles', 'person', 'u.')  ========>  13
posted  ========>  9
('away?', 'follow', 'knowing?', 'love', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'follow', 'knowing?', 'love', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'follow', 'knowing?', 'me?', 'miles', 'u.')  ========>  13
('know,', 'knowing?', 'me?', 'miles', 'person', 'u.')  ========>  13
('#viña2015', '(la', 'en', 'estar', 'girls', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'follow', 'know,', 'person', 'u.')  ========>  13
('!!', '@matthunter123', 'letters', 'limit!', 'matt', 'words')  ========>  14
('away?', 'follow', 'know,', 'knowing?', 'person', 'u.')  ========>  13
('!!', '"2', '10', 'letters', 'limit!', 'matt')  ========>  14
('(la', 'estar', 'http://t.co/8tttpri3ag', 'la):', 'merese', '👉abraham')  ========>  18
('!!', '"2', '@matthunter123', 'feeling:', 'hunter".', 'letters')  ========>  14
('away?', 'follow', 'know,', 'knowing?', 'love', 'miles')  ========>  13
('humidity', 'rain', 'temperature', 'today', 'wind', '°c.')  ========>  8
('!!', '10', 'hunter".', 'limit!', 'love', 'words')  ========>  14
('!!', '"2', '@matthunter123', 'letters', 'limit!', 'matt')  ========>  14
('en', 'estar', 'la', 'mateo', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'estar', 'http://t.co/8tttpri3ag', 'la', 'merese')  ========>  18
('away?', 'know,', 'knowing?', 'miles', 'person', 'u.')  ========>  13
('@justinbieber', 'away?', 'follow', 'know,', 'me?', '♥♥♥♥how')  ========>  13
('barometer', 'humidity', 'mm.', 'rain', 'temperature', 'today')  ========>  9
('#3', '@garybarlow', 'days', 'make', 'relentlessly', 'tweeted')  ========>  8
('!!', '"2', '@matthunter123', 'feeling:', 'letters', 'love')  ========>  14
('(la', 'en', 'estar', 'la):', 'mateo', 'merese')  ========>  18
('know,', 'knowing?', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('dreams,', 'follow', 'https://t.co/1bds2lfusd', 'song!', 'support', 'year,')  ========>  25
('#viña2015', '(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'mateo')  ========>  18
you!xx  ========>  7
('(la', 'girls', 'http://t.co/8tttpri3ag', 'la', 'mateo', 'merese')  ========>  18
('@justinbieber', 'know,', 'love', 'me?', 'miles', 'u.')  ========>  13
('away?', 'follow', 'knowing?', 'miles', 'person', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'en', 'girls', 'la', 'la):')  ========>  18
('"2', '@matthunter123', 'feeling:', 'hunter".', 'limit!', 'love')  ========>  14
('(la', 'en', 'girls', 'la):', 'mateo', 'merese')  ========>  18
('(la', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'la', 'la):', 'mateo', 'merese')  ========>  18
('!!', 'feeling:', 'hunter".', 'limit!', 'love', 'matt')  ========>  14
('(la', 'estar', 'la', 'la):', 'merese', '👉abraham')  ========>  18
(':)', '@madisonellebeer', 'idol', 'life', 'love', 'me♥')  ========>  9
('!!', 'feeling:', 'hunter".', 'love', 'matt', 'words')  ========>  14
('follow', 'knowing?', 'love', 'me?', 'miles', 'u.')  ========>  13
('dreams,', 'follow', 'happy', 'https://t.co/1bds2lfusd', 'song!', 'year,')  ========>  25
('en', 'estar', 'http://t.co/8tttpri3ag', 'la', 'mateo', '👉abraham')  ========>  18
('(la', 'estar', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('#viña2015', 'estar', 'girls', 'la):', 'mateo', 'merese')  ========>  18
('follow', 'know,', 'knowing?', 'miles', 'person', '♥♥♥♥how')  ========>  13
('en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'mateo', '👉abraham')  ========>  18
('barometer', 'mm.', 'rain', 'temperature', 'today', 'wind')  ========>  9
('(la', 'en', 'girls', 'la', 'la):', 'merese')  ========>  18
('away?', 'follow', 'know,', 'knowing?', 'love', 'person')  ========>  13
('"2', 'feeling:', 'letters', 'limit!', 'love', 'matt')  ========>  14
(':)', '@madisonellebeer', 'follow', 'idol', 'life', 'me♥')  ========>  9
('(la', 'en', 'estar', 'mateo', 'merese', '👉abraham')  ========>  18
('!!', '"2', 'feeling:', 'letters', 'love', 'words')  ========>  14
('(la', 'en', 'estar', 'girls', 'mateo', '👉abraham')  ========>  18
('away?', 'follow', 'know,', 'me?', 'person', 'u.')  ========>  13
('!!', '@matthunter123', 'feeling:', 'letters', 'limit!', 'words')  ========>  14
('!!', '"2', '@matthunter123', 'hunter".', 'letters', 'love')  ========>  14
('"2', '10', '@matthunter123', 'letters', 'love', 'matt')  ========>  14
('"2', '@matthunter123', 'hunter".', 'letters', 'matt', 'words')  ========>  14
('#viña2015', 'en', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'know,', 'knowing?', 'miles', 'u.')  ========>  13
('follow', 'know,', 'love', 'me?', 'miles', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('know,', 'knowing?', 'love', 'me?', 'person', 'u.')  ========>  13
('follow', 'knowing?', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'follow', 'love', 'me?', 'miles', 'u.')  ========>  13
('(la', 'en', 'girls', 'la', 'la):', '👉abraham')  ========>  18
('#viña2015', '(la', 'en', 'estar', 'la):', 'mateo')  ========>  18
('away?', 'follow', 'knowing?', 'me?', 'miles', '♥♥♥♥how')  ========>  13
('dreams,', 'https://t.co/1bds2lfusd', 'song!', 'support', 'year,', 'yourself!')  ========>  25
('#viña2015', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'merese')  ========>  18
('!!', '"2', '10', 'limit!', 'love', 'words')  ========>  14
('@justinbieber', 'follow', 'know,', 'miles', 'person', '♥♥♥♥how')  ========>  13
('@justinbieber', 'follow', 'knowing?', 'miles', 'person', '♥♥♥♥how')  ========>  13
('girls', 'http://t.co/8tttpri3ag', 'la', 'mateo', 'merese', '👉abraham')  ========>  18
('!!', '10', '@matthunter123', 'hunter".', 'limit!', 'words')  ========>  14
('barometer', 'humidity', 'mm.', 'rain', 'today', 'wind')  ========>  9
('away?', 'follow', 'knowing?', 'me?', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'http://t.co/8tttpri3ag', 'la):', 'mateo', '👉abraham')  ========>  18
('2015', '@feriafitur', 'nelsoncarvalheiro', 'retweet', 'travelblogger', 'world')  ========>  28
('@justinbieber', 'follow', 'knowing?', 'love', 'miles', 'u.')  ========>  13
('barometer', 'humidity', 'mm.', 'temperature', 'today', 'wind')  ========>  9
('follow', 'love', 'me?', 'miles', 'person', '♥♥♥♥how')  ========>  13
('barometer', 'in.', 'mph', 'rain', 'temperature', 'wind')  ========>  7
('"2', '@matthunter123', 'feeling:', 'love', 'matt', 'words')  ========>  14
('(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la', 'merese')  ========>  18
('follow', 'happy', 'https://t.co/1bds2lfusd', 'song!', 'year,', 'yourself!')  ========>  25
('#viña2015', '(la', 'en', 'girls', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'know,', 'love', 'me?', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'en', 'estar', 'mateo', '👉abraham')  ========>  18
('@justinbieber', 'follow', 'know,', 'person', 'u.', '♥♥♥♥how')  ========>  13
